id_cliente,idade,saldo_atual,divida_atual,renda_anual,valor_em_investimentos,taxa_utilizacao_credito,num_emprestimos,num_contas_bancarias,num_cartoes_credito,dias_atraso_dt_venc,num_pgtos_atrasados,num_consultas_credito,taxa_juros,investe_exterior,pessoa_polit_exp,limite_adicional
7622,45,240.3735904894025,594.5,25358.6753,166.1965213792754,30.95844013161509,3,1,1,12,1,0,5,Não,Não,Conceder
10574,45,585.2639704605571,204.88,89787.10559999998,151.91389576565868,37.90682828458021,3,4,479,18,9,0,11,Sim,Não,Conceder
6827,43,202.20099082641963,3852.21,19439.10668,92.28267155867157,26.77226483837928,8,6,8,19,24,12,25,Não,Não,Negar
11266,57,1038.288501307857,488.13,120850.53318,128.24674869214354,34.060356260952105,0,2,1,2,11,1,9,Não,Não,Conceder
755,24,755.0205334688104,697.86,91077.0256,145.31113319785618,36.07440275331744,0,0,3,6,5,1,8,Não,Não,Negar
10684,41,392.4020071537669,1384.38,28486.74017,134.20147774873143,34.177311623494575,1,5,7,30,15,1,11,Não,Não,Conceder
2004,34,318.97203619082563,702.16,18930.286305,87.65710732170416,28.425006727730235,3,4,6,30,9,0,14,Não,Não,Negar
2543,49,306.4947047893992,1834.47,24467.5557,46.09633286209485,36.56893976348803,7,6,8,28,16,9,20,Não,Não,Negar
6188,28,486.3158715299317,2637.96,52031.238000000005,134.20147774873143,31.04086614053952,2,8,5,19,16,7,29,Sim,Não,Negar
5200,49,229.22372499159889,3552.52,79243.829,394.607922977159,30.92607602627384,7,6,10,28,13,10,30,Não,Não,Negar
5624,19,218.39096563956383,4632.72,22207.508330000004,129.18204615394978,37.470445812212354,6,9,7,29,25,11,30,Sim,Não,Negar
4272,48,371.8550154112777,2979.59,76409.38975999999,10000.0,35.05449264163756,6,7,9,51,24,10,18,Não,Não,Negar
101,42,712.3229995210659,585.05,94885.54776,145.09078436691792,28.02456084846908,1,3,4,11,17,1,11,Não,Não,Conceder
7250,47,352.77130888271324,58.37,42350.12425,150.88844314434797,38.43796971278088,2,5,5,4,3,1,5,Não,Não,Negar
602,47,250.48219414279976,4405.99,10920.862875,85.1506684029538,27.674767880934507,8,7,8,47,18,9,32,Não,Não,Negar
11134,56,429.576792056128,467.7,49822.30575,75.33728956992452,41.22663510296726,3,2,5,6,5,2,9,Não,Não,Negar
7318,30,297.81042996629367,1619.56,19674.45088,15.859610701243149,38.37207035979305,4,7,4,8,10,10,18,Não,Sim,Negar
11287,61,302.71397514260866,139.11,15540.233475,55.86012658713943,36.26182065588653,1,7,4,25,14,3,8,Não,Não,Conceder
1045,43,210.4618053460757,1450.92,51358.517,336.9374186228948,31.028929269477548,4,7,7,38,11,8,17,Sim,Não,Negar
10222,29,247.21669518387463,4399.03,10868.134225,58.41467275705933,27.83495163616834,9,6,9,16,15,6,21,Não,Não,Negar
1558,34,308.09112440516526,2141.5,58865.67225,187.69021083326464,24.76668803918933,5,7,8,57,20,9,17,Não,Não,Negar
1488,36,319.5431013922865,2438.55,90519.55776,164.3095551590302,32.701099176004874,9,7,5,53,21,8,34,Não,Não,Negar
12409,27,517.6701341099888,929.91,17709655.128,299.2892697876012,39.58679470805411,100,0,3,11,2,2,2,Sim,Não,Conceder
11481,28,260.5919815454427,2065.06,14465.851725,73.16013433218221,30.982982190152143,6,10,10,56,15,7,31,Sim,Não,Negar
6679,32,213.54482226158,437.39,41469.10712,272.79922818436694,24.22344242014907,4,2,5,4,0,1,9,Sim,Não,Conceder
2116,33,223.2538927120169,4764.13,57235.332,134.20147774873143,38.14017169924311,9,9,9,27,22,11,1951,Não,Não,Negar
8799,28,484.2186499947167,401.07,66967.1975,107.06339530393552,30.585180609963288,4,6,5,10,7,4,13,Não,Não,Negar
619,20,263.2203110619464,1716.82,25003.92972,175.51602149179905,31.736958351282784,2,8,5,29,25,8,30,Não,Não,Negar
6670,2021,760.1585531433582,1231.19,170013.70944,601.7847709356013,30.48828242696551,3,2,3,4,15,1,3,Sim,Não,Negar
6070,35,322.66118483594084,651.79,55259.162,275.5903224699386,30.27918329001966,4,6,6,20,10,0,1,Não,Não,Negar
11837,21,181.7412731751103,3240.55,37965.88306,185.5780142816933,32.54325720525641,6,9,9,26,21,4,30,Não,Não,Negar
3397,49,306.3835887543233,824.36,26408.084815,85.94606049318381,35.743743027003475,3,3,2,20,11,1,8,Não,Não,Conceder
1601,31,308.3604440418418,1970.9,20475.49931,77.01764850208771,34.41463521534314,3,7,4,22,14,7,33,Não,Sim,Negar
8575,33,229.974050871512,267.45,41411.36538,288.5787835490616,27.66347980045557,4,3,7,13,15,0,7,Não,Não,Conceder
8752,29,462.0814791980326,912.63,41762.62538,34.935852914759195,29.159427806456705,1,3,1,2,4,0,7,Não,Não,Conceder
1616,26,279.6101508540147,928.14,18360.147325,73.20714144023414,35.28730516321587,1,8,3,13,18,7,15,Não,Não,Negar
1753,2986,389.4389391363866,61.58,25743.64275,32.72458981583696,39.62779761398551,1,8,7,17,15,0,14,Não,Não,Negar
6652,26,73.11082730650682,4306.15,39358.11558,134.20147774873143,25.425249839930387,6,7,10,40,20,7,24,Não,Não,Negar
6261,34,347.6787133215141,28.98,49141.1935,166.4430922989374,36.80043288692556,4,8,4,12,18,8,4172,Não,Não,Negar
2084,5936,331.07567652988075,844.75,25986.06619,87.70229157690594,36.6271753915695,2,5,5,20,15,4,6,Não,Não,Negar
5585,41,471.9661978210093,424.5,49401.56725,25.13229494473819,35.21907504365452,3,1,3,10,10,0,7,Não,Não,Negar
8975,7739,367.91641286373306,204.35,29054.11964,55.276752304214575,35.150662669144744,1,2,4,4,2,3,3,Não,Sim,Conceder
7775,29,285.01907427481825,1068.87,38957.00368,166.7310277940311,36.79476039144046,4,2,5,11,7,4,8,Não,Não,Conceder
7581,46,353.0005937419405,2012.25,27696.94557,28.57184061780621,38.57741817764005,3,7,3,17,10,6,19,Não,Não,Negar
12243,38,444.3281447018584,837.88,53971.58900000001,75.35570177079258,40.64301586179025,3,1,4,13,0,1,12,Não,Não,Negar
676,33,239.67526767791725,1935.7,14350.901175,83.11229590738,35.60394396121908,5,3,9,13,20,8,21,Não,Não,Negar
2546,39,196.67946992974248,3680.62,74104.023,118.348496418078,38.2840263043913,9,9,7,26,14,11,30,Não,Não,Negar
7485,38,378.2211108418916,2484.62,65142.82949999999,73.77345918646266,25.72767584588125,6,9,5,50,17,7,27,Não,Não,Negar
11218,18,535.2162594450064,989.71,83506.65192,69.94058184228379,41.26058258136242,6,5,6,7,9,8,15,Não,Não,Negar
4000,32,198.5997207397829,861.44,31365.30236,231.9679529141244,24.91734008695117,3,6,3,17,9,8,9,Sim,Não,Negar
12019,22,279.4694734443409,1693.73,27213.55777,115.23190174576332,29.36235258078928,2,10,8,44,15,12,27,Sim,Não,Negar
176,28,162.54844613922046,2989.13,38139.97292,10000.0,28.35377488118356,7,8,6,49,17,11,32,Não,Não,Negar
11790,28,814.7138525299754,1392.71,98241.28576,107.54690031371116,32.35484882752243,1,4,3,9,13,0,18,Sim,Não,Negar
3610,44,318.00434983578066,1496.06,41218.1994,10000.0,38.01415323062122,4,5,7,7,14,6,8,Sim,Não,Negar
9797,44,373.9099915536178,534.16,53877.215,105.32247997852924,36.45780310648404,5,3,6,16,21,7,7,Não,Não,Negar
3788,32,595.3025561445545,85.31,107851.2708,134.20147774873143,31.31468453098785,2,4,3,5,8,4,13,Não,Não,Negar
7582,29,631.5672256646013,198.46,105048.95934,134.20147774873143,28.89412651883096,3,5,3,16,3,1,2,Não,Não,Conceder
2226,33,149.00764086518268,1339.15,131752.96547999998,495.8645875571072,28.830268276204443,7,4,5,12,14,8,3912,Não,Não,Negar
7647,36,531.8009582694307,146.68,95026.02672,269.31899900617054,34.66456901333975,3,4,7,22,16,3,6,Não,Não,Negar
8486,47,294.41627482491214,535.11,30807.98784,126.45164508740956,29.850382948972666,3,7,4,22,8,8,18,Não,Não,Negar
1127,24,146.4026789192887,1924.26,26411.33397,246.454408305213,22.418271365757263,7,3,7,16,14,4,25,Não,Sim,Negar
12175,52,153.86621455281838,1063.89,75177.466,477.3267613918112,39.21453261281876,4,0,6,9,9,0,11,Não,Não,Negar
9285,48,887.862398077166,457.54,121532.40008,67.68798171485993,39.65446739949345,4,7,3,30,18,3,13,Sim,Não,Negar
2442,35,410.49975119069353,536.36,39206.38477,73.00838884372018,35.80210987866197,1,1,3,0,6,0,7,Não,Não,Negar
1323,26,268.7377847542166,1196.73,19789.319655,100.02538657856714,38.290929673428025,3,0,3,4,4,3,7,Não,Não,Negar
1604,21,46.89462061736111,2198.8,17742343.608,590.0513819419042,26.743563004229287,4,5,7,9,9,6,11,Sim,Não,Negar
4211,29,395.8177557372568,641.99,79733.98064,463.0090775960767,36.96528606091,0,7,5,17,18,4,7,Não,Não,Negar
10270,38,503.2213272712715,2170.45,82293.69344,139.97691650196754,34.399848836189896,6,6,8,19,19,7,19,Não,Não,Negar
11466,56,903.2208214977984,115.38,121130.0064,134.20147774873143,29.457021943196413,0,4,5,7,10,3,5,Não,Não,Conceder
4066,28,271.8057094774807,2749.73,14918.597525,46.11048238159869,33.1198738844606,100,8,7,42,24,7,33,Não,Não,Negar
7964,50,815.4060905678168,502.29,97718.41224,157.79615943218326,32.97961231981728,0,4,5,7,2712,4,15,Sim,Não,Negar
11677,23,251.97835020975864,1773.9,21436.92495,166.50758823831748,25.29595721231377,2,10,10,17,14,7,22,Não,Não,Negar
8874,38,448.9707194956333,539.33,53092.039,147.4351561482748,25.91727457831228,1,3,5,4,10,4,9,Sim,Não,Conceder
4922,36,890.8998021966784,1135.31,147550.29164,134.20147774873143,30.619116718213085,3,2,3,16,1,2,1,Não,Não,Conceder
4072,28,376.5958115246044,3288.66,62709.465,109.96229226465915,36.97866162967185,9,9,7,30,16,6,24,Não,Não,Negar
1508,46,233.11223751454884,2034.89,13240.84125,119.8731181160427,39.72420699668261,5,6,5,26,16,1771,29,Não,Não,Negar
1560,59,464.8384120847903,615.38,43605.44342,61.48700115828881,31.62583627264021,100,5,6,24,18,3,17,Não,Não,Negar
6608,55,293.94648128165,411.98,19409.22256,109.43704480284536,38.648102481418135,1,1,2,8,6,2,3,Não,Sim,Conceder
10876,22,496.00046115717765,448.95,97628.90736,516.5310388428223,39.01663890833572,0,0,6,7,10,2,8,Não,Não,Negar
5025,39,207.55099605886625,2042.65,76383.36896,220.4782628122488,35.711398165150214,9,7,8,47,24,7,19,Não,Não,Negar
10179,52,208.07183482689567,99.33,37272.90112,294.149564615165,33.982627633682675,1,4,5,20,19,0,15,Não,Não,Negar
5408,30,351.1925530104589,2823.83,42273.1085,103.3664931519519,34.35022295398102,5,8,7,41,14,10,26,Não,Não,Negar
1837,43,350.5567253668537,1051.51,39477.34133,87.1545407452313,36.329256132738976,4,2,2,8,4,2,12,Sim,Não,Conceder
1355,48,397.9046839683383,7.44,43249.09015,99.70314020812084,29.89261289276982,3,4,5,3,7,3,9,Sim,Não,Negar
6770,46,248.91809313646135,2660.07,20472.43254,90.1615350946929,27.03827705425255,6,8,5,54,16,11,26,Sim,Não,Negar
7638,43,337.16958761341334,449.87,103748.26878,1023.4961255664624,26.78484658589241,6,3,636,26,9,5,20,Sim,Não,Negar
11015,23,322.43785620528377,1029.97,44115.25678,63.32585946270395,27.88431876178077,5,5,7,17,21,7,7,Não,Não,Negar
8117,39,259.2510584469649,52.94,19249.21635,32.98850313343825,32.77612731818066,4,6,5,2,16,1,15,Não,Não,Negar
6246,24,1014.3770729267908,1024.09,136353.51228,125.66820232633673,36.36969598430005,3,7,7,18,17,4,4,Não,Não,Negar
4033,506,330.00938699527813,3547.66,73241.39025,276.75264975562453,37.04762097643104,7,9,9,35,23,6,20,Não,Sim,Negar
11568,24,537.4122749386803,1077.91,55475.301,134.20147774873143,25.8634855013893,2,6,4,11,13,6,12,Sim,Não,Negar
6074,44,269.1217590008453,3004.98,45424.078,83.51335783434162,33.78844590607433,9,7,7,31,23,7,29,Não,Não,Negar
12326,20,318.32813602476176,1795.88,24531.39045,78.82571905548745,35.15535094673581,2,6,7,24,12,11,28,Sim,Não,Negar
8826,32,241.15620206170144,2870.48,19149.56036,47.49159689864091,25.69323577302453,8,7,8,25,18,7,17,Não,Não,Negar
8138,34,408.6971575930669,2219.17,44228.4045,67.73154660620949,31.13026752343591,5,6,6,13,17,4,16,Sim,Não,Negar
2252,48,261.51047391526305,488.79,17554.85347,134.20147774873143,30.72979896191226,7,6,6,15,9,6,14,Não,Não,Negar
1026,43,338.859589456338,2207.45,38254.56474,107.5499717331624,39.52588926103865,3,10,8,59,23,12,23,Não,Não,Negar
10785,54,334.40653626800946,871.67,43129.46925,224.80704719189805,35.739862844764026,2,4,7,9,8,2,5,Não,Não,Negar
9956,39,269.6381516023216,2923.69,13389.750724999998,30.803514153733182,31.48825439903328,9,9,6,49,18,8,30,Sim,Não,Negar
5641,35,347.79399330492083,1395.17,40531.10782,43.03514838640204,30.59137670172202,5,8,7,6,13,4,32,Sim,Não,Negar
7238,33,232.1295880346067,1303.45,21808.50399,102.09127562705515,31.44953622922445,6,9,7,59,17,12,30,Não,Não,Negar
3398,22,724.365686598671,1363.4,110803.238,322.92769316276406,27.959682530443047,2,5,6,9,12,5,11,Não,Não,Negar
314,20,308.76986255437856,343.41,15477.353775,30.773635466397085,35.87601682476293,7,3,5,27,17,6,6,Não,Sim,Negar
8741,39,265.34618065122504,4298.54,21769.86539,67.00437855799915,38.98106110191485,9,7,8,19,15,10,17,Não,Não,Negar
6228,43,242.4416401893226,1369.63,44586.01273,253.8805014160881,23.519466446956383,2,5,2,5,3,3,1,Não,Não,Conceder
11157,29,337.16958761341334,2504.72,71159.50275,636.3704175234046,36.18402693484387,7,8,6,24,23,4,25,Não,Não,Negar
10360,35,376.096272356158,1339.71,35198.08936,80.08507804934769,34.80553682706877,2,8,6,11,15,0,11,Sim,Não,Negar
4834,29,168.46033702556284,1595.91,23159.70664,160.61238523004334,36.73736650163043,6,1079,10,19,10,10,29,Sim,Não,Negar
10117,39,244.00519451817985,2549.63,15443.133225,143.5134959346889,22.10467933981442,2,4,8,29,9,9,24,Sim,Não,Negar
5684,35,269.0281824372552,3703.66,15273.4582,30.025937965638214,23.14010539507381,5,10,8,21,23,6,22,Não,Não,Negar
2971,42,291.14435532191914,2177.66,18940.52013,40.50870372764771,34.05770899836408,6,9,8,52,20,10,19,Sim,Não,Negar
5764,42,349.9814689989998,3902.97,70103.124,135.9337172529963,23.594513542942227,7,9,9,35,23,9,16,Sim,Não,Negar
6312,45,416.6481916238309,796.54,38204.91549,50.00989586807633,40.90866114091547,1,8,7,14,10,0,16,Não,Não,Negar
3886,50,1141.2481872081153,1132.1,144540.7932,97.4523561639782,37.36844682905177,2,4,6,28,14,1417,10,Sim,Não,Negar
12007,18,307.65118116233924,3209.39,25143.98789,36.586493853910994,24.71954882226405,6,10,7,59,23,8,33,Não,Não,Negar
10044,23,646.6797213561326,1330.89,101798.2068,347.79652864386736,27.441106014118446,0,5,4,30,18,0,5,Não,Não,Negar
4772,31,295.3090822476064,488.89,29044.291115,97.74343539236608,30.52220800759623,100,3,3,27,4,1,8,Não,Não,Negar
5351,28,314.0082191446071,1950.0,25727.21459,80.94074297906289,34.79254733832737,3,9,5,38,19,12,20,Não,Não,Negar
8952,53,371.6847034098493,291.29,43614.40055,182.84071325681745,25.821524546675025,0,8,6,7,8,4,17,Não,Não,Negar
8688,61,1001.0670877177686,3.31,141594.13695999997,184.60897785242489,40.7291952667652,2,3,7,27,15,0,14,Não,Não,Negar
5387,38,296.01420431003095,4960.88,14684.241325,15.649026661609213,37.35291888999842,6,10,5,46,14,8,22,Não,Não,Negar
9834,45,554.1145016902296,1388.27,66239.3515,102.9943938493232,23.855589623959407,3,6,6,12,15,1,12,Não,Não,Negar
6384,34,639.146629667691,675.51,66947.132,70.57603699897574,37.00872943887839,0,5,3,13,18,4,5,Não,Não,Negar
9773,26,347.9580568772483,983.12,30154.759075,47.71767177733582,34.875191324925424,3,0,7,21,2,4,9,Não,Não,Negar
1841,30,472.69441777216207,1435.2,41039.39455,39.72979675946115,37.98939684112349,1,6,5,26,14,2,10,Sim,Não,Negar
11348,47,352.9527925073959,1266.34,43450.407,220.42820749260412,24.340087832386107,0,3,4,15,13,1,3958,Não,Não,Negar
7785,41,340.3191468557427,893.47,20782.264125,48.063923915466646,35.57174504002814,3,1,7,7,9,4,3,Não,Não,Negar
3674,32,344.8850474815912,1960.58,21142.2043,10000.0,38.60855930691275,2,5,7,18,17,4,15,Não,Não,Negar
9036,42,320.59811699363706,2072.25,19231.78222,38.43209756729736,26.73608599899398,2,10,8,21,23,9,25,Não,Não,Negar
11373,506,256.8349897639743,1528.69,10765.2857,22.464005199314684,39.632039023436434,6,4,4,7,11,4,12,Não,Não,Negar
4699,32,208.68412662504443,3016.53,86295.06976,354.95870063286964,37.13957032983318,100,10,6,43,14,12,26,Não,Não,Negar
12469,25,283.4426490349465,4317.42,19906.02579,65.48310477553277,31.8632729491437,6,7,6,25,19,7,22,Não,Sim,Negar
3321,28,475.2804575662774,1302.49,52533.929,142.59320910038926,29.964391627680047,0,4,6,23,0,0,7,Não,Não,Negar
2273,20,383.50799268826586,1377.41,37857.23564,134.20147774873143,33.77654142854374,100,7,4,17,17,11,3415,Não,Sim,Negar
11732,31,319.4472650768203,1868.92,21864.24625,75.34658877310459,38.33827124944597,2,7,4,25,18,7,17,Não,Sim,Negar
4255,36,50.894019821621335,312.59,74752.05384,754.3994989452652,35.83546833092507,2,3,3,19,20,3,10,Não,Não,Negar
4774,43,818.711441125544,1102.41,96220.78176,91.06990722245632,40.552102766695015,2,7,5,5,12,1,19,Sim,Não,Negar
8413,40,296.38484674517787,2633.67,27105.86956,10000.0,28.800151497289026,6,6,9,13,19,11,30,Não,Não,Negar
7734,45,669.119525208898,1099.31,105921.89608,375.7392000988502,39.32279721645757,1,6,3,4,7,4,15,Sim,Não,Negar
848,34,367.203761706075,604.77,42062.73925,122.99680187341056,34.93871011766665,3,7,4,24,6,0,8,Não,Sim,Negar
12046,26,359.78956914605635,86.68,103439.26736,436.5054038859613,37.49387274962589,5,3,3,21,14,8,11,Não,Sim,Negar
6513,30,715.7151580110421,135.88,97036.70064,196.90798847234768,30.19364726074378,1,8,6,17,14,8,16,Sim,Não,Negar
6215,57,834.5594252174183,523.83,138361.22723999998,529.7115747825817,27.95091594450932,0,4,5,3,2,0,8,Não,Não,Conceder
6179,28,472.5790533498929,154.63,44136.26483,36.09838183046087,35.73771943227916,1,3,4,15,14,2,7,Não,Não,Negar
11947,31,253.824319172424,2113.29,13993.969925,67.56297344826748,23.93095455668239,5,8,6,48,15,12,15,Sim,Não,Negar
4598,34,258.8771408146861,447.15,14883.106225,96.14653091943435,32.433178688230484,4,3,7,12,14,8,19,Não,Não,Negar
1418,23,288.0813953927767,754.55,14340.660425000002,39.77971950596508,24.32457433762207,3,535,4,27,19,4,9,Não,Não,Negar
5596,31,403.7732949824903,1195.96,45280.76525,100.00000778574312,23.749345664286608,2,0,4,25,10,2,1,Não,Não,Negar
3849,40,286.50499570592194,1794.71,37841.53702,130.83682109537156,27.729375057334803,4,9,7,29,15,11,26,Não,Não,Negar
605,29,290.28501265035374,271.56,51476.5825,209.3784822279921,23.589932547193406,4,8,7,17,12,0,3,Sim,Não,Negar
6322,28,12.698958018084795,4142.16,59817.681,510.7024642091191,31.465097020126308,7,8,5,44,16,8,34,Não,Não,Negar
2079,40,892.5974769046576,87.85,111917.25064,218.50285642867576,41.13047875189687,0,8,7,27,19,3,1,Não,Não,Negar
11937,24,612.2166859550026,1368.62,93841.05728,174.88229962680538,25.877093077300746,100,7,7,20,17,1,1292,Não,Não,Negar
2312,29,338.0491988954513,1416.61,100622.61152,152.65544300680514,35.38539727034674,7,4,4,15,13,8,12,Sim,Não,Negar
4344,34,315.3781217112309,1490.81,25622.18785,62.43035171450936,24.76013327732409,3,10,7,21,19,6,20,Não,Não,Negar
6796,20,339.29165989862304,4733.81,41422.82186,86.2762340776482,24.27946789763937,6,10,7,48,25,9,32,Não,Não,Negar
1983,42,849.1013937796595,105.66,146163.40784,260.21196853575384,35.72117551948126,4,5,6,10,15,0,14,Não,Não,Negar
4467,48,718.4715342675171,88.98,89585.56672,43.39617863937489,36.925456240389096,3,4,3,3,5,3,7,Não,Não,Conceder
200,39,818.3714009690116,1396.64,128310.7956,177.0411954072514,33.275089010878986,4,4,7,12,5,3,2,Não,Não,Negar
486,42,337.16958761341334,1273.15,98307.85008,775.5869892725749,27.97599009104823,100,2,7,15,14,2,12,Sim,Não,Negar
3271,24,77.03256861424455,64.87,94701.60072,134.20147774873143,30.62103263968276,4,5,3,10,20,4,6,Não,Não,Negar
4725,45,285.71428043012463,1753.33,25920.8264,101.03807692390376,35.972283622550506,4,6,10,34,16,9,24,Não,Não,Negar
2824,60,401.7672678328842,115.84,40644.68639,33.643052527601945,38.88784981626695,3,5,5,12,18,4,7,Não,Não,Negar
4552,29,93.5191690370002,1183.73,49417.921,443.73606155658285,25.183855991834022,4,2,5,7,11,2,1,Não,Não,Conceder
3246,22,340.9265378410828,453.29,22102.650465,51.312028952862406,29.053268066230693,4,3,6,27,10,6,18,Não,Não,Negar
4454,31,755.0076377275176,1036.26,103850.16928,121.35886732504028,35.70539706385264,3,6,5,27,14,0,18,Não,Não,Negar
8522,19,1273.261907781285,1082.41,153082.64516,172.71042555204846,40.35128108755275,100,5,7,8,14,7,5,Não,Não,Negar
6467,5987,258.551820330494,3339.22,46473.511,61.31144463284892,27.177172730748683,100,10,6,36,24,6,30,Não,Sim,Negar
3750,60,337.16958761341334,487.54,102445.49088,971.6086167791532,24.21539919105573,3,5,7,30,20,1,6,Não,Não,Negar
9707,48,388.9814497333329,717.44,29343.12556,134.20147774873143,37.70491943173615,1,6,6,14,15,4,9,Não,Não,Negar
5839,44,233.4376673994773,560.41,28205.75919,183.72083627657813,23.75485657644445,4,8,3,22,16,4,16,Não,Não,Negar
10197,50,253.3102841266832,3536.4,25340.40978,89.21750988323501,27.77499590765023,7,10,6,35,25,10,22,Não,Não,Negar
2795,1370,419.44540714907424,669.99,35161.04494,72.73742618425909,28.529470639102048,0,8,7,30,19,1,7,Não,Não,Negar
5071,48,364.7541120569424,687.69,41270.32098,75.08786001046082,32.51657565580798,3,7,3,6,20,4,5,Não,Não,Negar
10216,44,247.0340291809089,3073.02,14107.440425,56.67999675202569,39.09667015313418,8,7,9,15,20,7,28,Não,Não,Negar
10265,39,318.27781435235613,1612.7,42565.8219,50.85584570457444,32.57360289242074,7,6,10,56,16,7,34,Não,Não,Negar
525,19,75.40770310384039,1553.07,78158.6992,581.0715283088698,38.32552415803446,6,7,10,18,19,7,25,Não,Não,Negar
948,506,310.9619030102789,1266.84,25457.73062,95.72727478542372,30.651491197948857,5,7,1234,5,8,7,7,Não,Não,Negar
9653,50,304.1043058638698,4702.91,25360.51266,56.50645774648878,32.02311195317377,8,9,5,60,14,12,31,Sim,Não,Negar
10606,43,266.96540185055585,331.5,45167.318,275.2645287373586,30.033898594546976,3,3,3,11,10,8,13,Não,Não,Negar
1281,41,103.9976669464441,1755.34,68814.522,389.07684956323305,27.600224304837297,7,5,7,24,14,8,10,Sim,Não,Negar
123,506,345.31111883723327,2226.37,25889.51022,15.206733513024965,38.08096368598997,2,3,7,23,18,5,7,Não,Não,Negar
4367,36,796.0797617222673,1167.56,102870.43056,241.5317382777329,35.060271298204235,0,7,4,21,14,2,12,Sim,Não,Negar
8553,32,366.51029323880834,2132.13,66224.05124999999,10000.0,36.04997110966692,6,8,7,21,22,11,29,Não,Não,Negar
5527,48,602.4567895846249,128.48,106193.68344,303.89662493530363,39.30443817007266,4,2,5,2,5,1,3,Não,Não,Conceder
2303,28,314.9506513565832,1794.51,28286.40038,37.97821794254117,28.973940708544944,100,8,8,54,20,8,30,Não,Sim,Negar
12139,56,273.6889527054434,5.67,73099.6945,435.662402827176,38.551175127396064,2,3,4,5,8,1,12,Sim,Não,Conceder
10451,32,530.3795356662672,573.53,70626.64,125.63775117705708,28.44479583524853,2,4,6,12,16,8,10,Não,Não,Negar
1006,27,81.69537909384131,1450.31,78705.564,521.6363831897231,34.96751889192005,7,7,7,28,13,11,24,Não,Não,Negar
3461,35,198.4160060502306,4901.87,27184.78147,10000.0,30.873875051423067,9,8,6,32,25,8,20,Sim,Não,Negar
7862,34,402.03747512476286,573.89,31146.062080000003,53.1798582085704,31.36263807743048,0,3,3,6,8,0,16,Não,Não,Negar
9368,18,352.62486402659067,2309.82,27859.943720000003,62.72047187457394,38.121729194279645,2,7,8,15,20,12,30,Sim,Não,Negar
11213,25,329.2231857190486,1319.63,42915.82925,200.51499245110512,25.52014203693994,4,5,5,21,14,3,7,Não,Não,Negar
3056,27,1234.291344591952,433.68,173869.72992,168.7388984128816,32.83955126146739,4,5,7,3,7,2,12,Sim,Não,Conceder
3567,43,318.317526196843,1312.2,41629.28168,114.6075848381818,37.01885463377764,4,3,3,7,10,0,8,Não,Não,Negar
10085,43,262.06667050731807,2998.57,55105.33875,249.05615071545336,24.52830777005177,7,9,9,16,15,11,26,Não,Não,Negar
2133,24,291.02519547032864,1033.32,43180.368,10000.0,28.7643766122495,4,1,5,4,4,2,2,Não,Não,Conceder
9572,35,596.135622222243,270.49,87778.46664,148.1101637978501,28.767868634444824,2,6,3,29,15,1,8,Não,Não,Conceder
5881,48,275.6589965993424,1381.32,18695.38118,104.3726396942368,39.9004457417776,6,5,4,12,12,7,15,Não,Não,Negar
5377,34,435.6228854566873,2109.67,64014.42075,163.80534188512488,36.56482994472184,3,10,5,61,23,8,21,Não,Não,Negar
230,54,444.7215383523561,86.43,33631.86155,32.4288783143106,27.85034158505016,0,8,3,22,10,4,8,Sim,Não,Negar
6696,61,428.9177568997607,533.66,9576898.08,625.5037431002394,24.226836823058363,0,5,3,3,14,1,5,Não,Não,Conceder
4002,25,273.5774331929129,3052.44,15006.413825,26.902696712024053,39.911225942862366,5,8,7,17,15,10,30,Não,Não,Negar
11407,19,279.1765784681584,2823.42,13626.1476,16.796633080905572,33.602048141997884,7,8,10,31,18,6,33,Não,Não,Negar
8774,22,488.524671710452,1415.01,43966.14691,57.7704116228813,39.21915649127817,0,7,7,14,10,0,15,Não,Não,Negar
7175,27,316.45570793668963,1240.7,28957.6042,134.20147774873143,33.828887449361964,6,6,6,10,10,8,18,Não,Não,Negar
3008,41,286.30246228338973,1685.82,12548.2825,16.73697365096827,24.146598186862093,5,9,7,15,20,10,29,Sim,Não,Negar
6413,1546,473.6505647060878,1452.04,44224.61925,81.63373532706302,34.40226484125546,1,4,5,7,12,0,7,Não,Não,Negar
4588,44,30.22389630850944,2349.79,77595.1376,574.4062422815005,34.545091329898966,5,3,6,27,8,6,12,Não,Não,Negar
4222,46,212.3724904486006,592.29,21125.053355,191.61620306383992,28.64441648079074,4,8,7,30,10,2,3,Não,Não,Negar
8547,24,303.1633141767337,1794.66,15481.734125,41.331168947519096,31.098457568638302,5,7,8,40,24,12,16,Não,Não,Negar
7150,34,1035.1066150766433,1344.25,129992.5172,173.55945188964083,30.85869424231778,1,3,6,23,14,2,2,Sim,Não,Negar
5278,26,270.9490289757207,4154.81,20465.86668,78.20687849388601,35.048296354371764,5,10,10,26,21,12,28,Não,Sim,Negar
2751,41,276.5809698120946,2718.93,11142.690975,55.790182181936856,22.989083304825893,9,6,10,34,19,7,22,Não,Sim,Negar
6867,26,275.4976868867284,4505.63,14053.64285,68.90052841657801,34.45863271626612,5,7,8,32,19,11,22,Não,Não,Negar
6953,31,368.20968881691255,587.61,95866.39848,134.20147774873143,36.84055592118381,0,8,7,28,12,0,12,Não,Não,Negar
